[ AI-Rank-Log  4/ 8 11:53:15.817 ]load_data, checksum: e753a469e46c13dcb99114b2202c2a0c
[ AI-Rank-Log  4/ 8 11:53:37.588 ]sampleid: 000000012280.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:37.746 ]sampleid: 000000012576.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:37.906 ]sampleid: 000000012639.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:38. 60 ]sampleid: 000000012667.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:38.216 ]sampleid: 000000012670.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:38.374 ]sampleid: 000000012748.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:38.530 ]sampleid: 000000013004.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:38.687 ]sampleid: 000000013177.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:38.845 ]sampleid: 000000013201.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:38.999 ]sampleid: 000000013291.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:39.157 ]sampleid: 000000013348.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:39.314 ]sampleid: 000000013546.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:39.470 ]sampleid: 000000013597.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:39.628 ]sampleid: 000000013659.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:39.786 ]sampleid: 000000013729.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:39.946 ]sampleid: 000000013774.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:40.105 ]sampleid: 000000013923.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:40.263 ]sampleid: 000000014007.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:40.423 ]sampleid: 000000014038.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:40.582 ]sampleid: 000000014226.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:40.742 ]sampleid: 000000014380.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:40.901 ]sampleid: 000000014439.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:41. 61 ]sampleid: 000000014473.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:41.223 ]sampleid: 000000014831.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:41.387 ]sampleid: 000000014888.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:41.546 ]sampleid: 000000015079.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:41.704 ]sampleid: 000000015254.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:41.871 ]sampleid: 000000015272.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:42. 31 ]sampleid: 000000015278.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:42.194 ]sampleid: 000000015335.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:42.356 ]sampleid: 000000015338.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:42.518 ]sampleid: 000000015440.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:42.678 ]sampleid: 000000015497.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:42.841 ]sampleid: 000000015517.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:43.  4 ]sampleid: 000000015597.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:43.166 ]sampleid: 000000015660.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:43.330 ]sampleid: 000000015746.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:43.491 ]sampleid: 000000015751.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:43.656 ]sampleid: 000000015956.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:43.820 ]sampleid: 000000016010.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:43.983 ]sampleid: 000000016228.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:44.143 ]sampleid: 000000016249.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:44.306 ]sampleid: 000000016439.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:44.473 ]sampleid: 000000016451.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:44.636 ]sampleid: 000000016502.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:44.802 ]sampleid: 000000016598.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:44.966 ]sampleid: 000000016958.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:45.139 ]sampleid: 000000017029.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:45.300 ]sampleid: 000000017031.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:45.470 ]sampleid: 000000017115.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:45.636 ]sampleid: 000000017178.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:45.800 ]sampleid: 000000017182.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:45.964 ]sampleid: 000000017207.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:46.131 ]sampleid: 000000017379.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:46.297 ]sampleid: 000000017436.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:46.465 ]sampleid: 000000017627.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:46.632 ]sampleid: 000000017714.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:46.802 ]sampleid: 000000017899.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:46.970 ]sampleid: 000000017905.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:47.136 ]sampleid: 000000017959.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:47.304 ]sampleid: 000000018150.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:47.470 ]sampleid: 000000018193.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:47.641 ]sampleid: 000000018380.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:47.808 ]sampleid: 000000018491.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:47.978 ]sampleid: 000000018519.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:48.147 ]sampleid: 000000018575.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:48.316 ]sampleid: 000000018737.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:48.483 ]sampleid: 000000018770.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:48.650 ]sampleid: 000000018833.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:48.822 ]sampleid: 000000018837.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:48.993 ]sampleid: 000000019042.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:49.164 ]sampleid: 000000019109.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:49.332 ]sampleid: 000000019221.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:49.501 ]sampleid: 000000019402.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:49.673 ]sampleid: 000000019432.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:49.841 ]sampleid: 000000019742.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:50.  8 ]sampleid: 000000019786.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:50.177 ]sampleid: 000000019924.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:50.349 ]sampleid: 000000020059.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:50.516 ]sampleid: 000000020107.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:50.687 ]sampleid: 000000020247.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:50.859 ]sampleid: 000000020333.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:51. 29 ]sampleid: 000000020553.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:51.204 ]sampleid: 000000020571.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:51.373 ]sampleid: 000000020992.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:51.542 ]sampleid: 000000021167.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:51.711 ]sampleid: 000000021465.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:51.883 ]sampleid: 000000021503.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:52. 57 ]sampleid: 000000021604.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:52.232 ]sampleid: 000000021839.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:52.407 ]sampleid: 000000021879.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:52.583 ]sampleid: 000000021903.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:52.755 ]sampleid: 000000022192.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:52.923 ]sampleid: 000000022371.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:53. 96 ]sampleid: 000000022396.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:53.272 ]sampleid: 000000022479.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:53.450 ]sampleid: 000000022589.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:53.622 ]sampleid: 000000022623.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:53.796 ]sampleid: 000000022705.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:53.973 ]sampleid: 000000022755.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:54.145 ]sampleid: 000000022892.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:54.320 ]sampleid: 000000022935.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:54.494 ]sampleid: 000000022969.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:54.670 ]sampleid: 000000023023.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:54.848 ]sampleid: 000000023034.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:55. 22 ]sampleid: 000000023126.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:55.203 ]sampleid: 000000023230.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:55.377 ]sampleid: 000000023272.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:55.552 ]sampleid: 000000023359.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:55.729 ]sampleid: 000000023666.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:55.906 ]sampleid: 000000023751.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:56. 82 ]sampleid: 000000023781.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:56.258 ]sampleid: 000000023899.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:56.436 ]sampleid: 000000023937.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:56.612 ]sampleid: 000000024021.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:56.787 ]sampleid: 000000024027.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:56.969 ]sampleid: 000000024144.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:57.151 ]sampleid: 000000024243.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:57.332 ]sampleid: 000000024567.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:57.509 ]sampleid: 000000024610.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:57.689 ]sampleid: 000000024919.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:57.870 ]sampleid: 000000025057.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:58. 48 ]sampleid: 000000025096.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:58.223 ]sampleid: 000000025139.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:58.401 ]sampleid: 000000025181.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:58.581 ]sampleid: 000000025228.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:58.763 ]sampleid: 000000025386.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:58.942 ]sampleid: 000000025393.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:59.122 ]sampleid: 000000025394.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:59.302 ]sampleid: 000000025424.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:59.482 ]sampleid: 000000025560.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:59.668 ]sampleid: 000000025593.jpg, result=true
[ AI-Rank-Log  4/ 8 11:53:59.850 ]sampleid: 000000025603.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 0. 33 ]sampleid: 000000025986.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 0.217 ]sampleid: 000000026204.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 0.396 ]sampleid: 000000026465.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 0.576 ]sampleid: 000000026564.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 0.759 ]sampleid: 000000026690.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 0.942 ]sampleid: 000000026926.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 1.127 ]sampleid: 000000026941.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 1.307 ]sampleid: 000000027186.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 1.489 ]sampleid: 000000027620.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 1.672 ]sampleid: 000000027696.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 1.858 ]sampleid: 000000027768.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 2. 37 ]sampleid: 000000027932.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 2.221 ]sampleid: 000000027972.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 2.402 ]sampleid: 000000027982.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 2.588 ]sampleid: 000000028285.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 2.773 ]sampleid: 000000028449.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 2.958 ]sampleid: 000000028452.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 3.143 ]sampleid: 000000028809.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 3.334 ]sampleid: 000000028993.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 3.522 ]sampleid: 000000029187.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 3.706 ]sampleid: 000000029393.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 3.894 ]sampleid: 000000029397.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 4. 79 ]sampleid: 000000029596.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 4.266 ]sampleid: 000000029640.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 4.456 ]sampleid: 000000029675.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 4.643 ]sampleid: 000000029984.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 4.833 ]sampleid: 000000030213.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 5. 21 ]sampleid: 000000030494.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 5.210 ]sampleid: 000000030504.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 5.398 ]sampleid: 000000030675.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 5.587 ]sampleid: 000000030785.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 5.775 ]sampleid: 000000030828.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 5.966 ]sampleid: 000000031050.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 6.153 ]sampleid: 000000031093.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 6.343 ]sampleid: 000000031118.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 6.532 ]sampleid: 000000031217.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 6.718 ]sampleid: 000000031248.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 6.908 ]sampleid: 000000031269.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 7. 99 ]sampleid: 000000031296.jpg, result=true
[ AI-Rank-Log  4/ 8 11:54: 7.291 ]sampleid: 000000031322.jpg, result=true
