[ AI-Rank-Log  4/ 7 16:48:18.565 ]load_data, checksum: e753a469e46c13dcb99114b2202c2a0c
[ AI-Rank-Log  4/ 7 16:48:24.309 ]sampleid: 000000006040.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:24.355 ]sampleid: 000000006213.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:24.412 ]sampleid: 000000006460.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:24.456 ]sampleid: 000000006471.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:24.506 ]sampleid: 000000006614.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:24.555 ]sampleid: 000000006723.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:24.605 ]sampleid: 000000006763.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:24.657 ]sampleid: 000000006771.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:24.707 ]sampleid: 000000006818.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:24.756 ]sampleid: 000000006894.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:24.811 ]sampleid: 000000006954.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:24.867 ]sampleid: 000000007088.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:24.913 ]sampleid: 000000007108.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:24.972 ]sampleid: 000000007278.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:25. 17 ]sampleid: 000000007281.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:25. 70 ]sampleid: 000000007386.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:25.116 ]sampleid: 000000007511.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:25.164 ]sampleid: 000000007574.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:25.206 ]sampleid: 000000007784.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:25.250 ]sampleid: 000000007795.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:25.303 ]sampleid: 000000007816.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:25.357 ]sampleid: 000000007818.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:25.415 ]sampleid: 000000007888.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:25.471 ]sampleid: 000000007977.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:25.521 ]sampleid: 000000007991.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:25.572 ]sampleid: 000000008021.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:25.625 ]sampleid: 000000008211.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:25.676 ]sampleid: 000000008277.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:25.727 ]sampleid: 000000008532.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:25.785 ]sampleid: 000000008629.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:25.842 ]sampleid: 000000008690.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:25.895 ]sampleid: 000000008762.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:25.948 ]sampleid: 000000008844.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:26.  4 ]sampleid: 000000008899.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:26. 55 ]sampleid: 000000009378.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:26.116 ]sampleid: 000000009400.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:26.177 ]sampleid: 000000009448.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:26.234 ]sampleid: 000000009483.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:26.285 ]sampleid: 000000009590.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:26.336 ]sampleid: 000000009769.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:26.390 ]sampleid: 000000009772.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:26.434 ]sampleid: 000000009891.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:26.485 ]sampleid: 000000009914.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:26.535 ]sampleid: 000000010092.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:26.587 ]sampleid: 000000010363.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:26.644 ]sampleid: 000000010583.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:26.695 ]sampleid: 000000010707.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:26.748 ]sampleid: 000000010764.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:26.791 ]sampleid: 000000010977.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:26.838 ]sampleid: 000000010995.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:26.892 ]sampleid: 000000011051.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:26.949 ]sampleid: 000000011122.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:26.998 ]sampleid: 000000011149.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:27. 57 ]sampleid: 000000011197.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:27.117 ]sampleid: 000000011511.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:27.185 ]sampleid: 000000011615.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:27.244 ]sampleid: 000000011699.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:27.304 ]sampleid: 000000011760.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:27.354 ]sampleid: 000000011813.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:27.409 ]sampleid: 000000012062.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:27.458 ]sampleid: 000000012120.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:27.513 ]sampleid: 000000012280.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:27.569 ]sampleid: 000000012576.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:27.623 ]sampleid: 000000012639.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:27.674 ]sampleid: 000000012667.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:27.731 ]sampleid: 000000012670.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:27.780 ]sampleid: 000000012748.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:27.829 ]sampleid: 000000013004.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:27.874 ]sampleid: 000000013177.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:27.926 ]sampleid: 000000013201.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:27.974 ]sampleid: 000000013291.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:28. 33 ]sampleid: 000000013348.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:28. 89 ]sampleid: 000000013546.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:28.138 ]sampleid: 000000013597.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:28.194 ]sampleid: 000000013659.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:28.243 ]sampleid: 000000013729.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:28.295 ]sampleid: 000000013774.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:28.349 ]sampleid: 000000013923.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:28.398 ]sampleid: 000000014007.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:28.456 ]sampleid: 000000014038.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:28.517 ]sampleid: 000000014226.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:28.583 ]sampleid: 000000014380.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:28.639 ]sampleid: 000000014439.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:28.689 ]sampleid: 000000014473.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:28.735 ]sampleid: 000000014831.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:28.784 ]sampleid: 000000014888.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:28.830 ]sampleid: 000000015079.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:28.880 ]sampleid: 000000015254.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:28.948 ]sampleid: 000000015272.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:29.  2 ]sampleid: 000000015278.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:29. 63 ]sampleid: 000000015335.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:29.122 ]sampleid: 000000015338.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:29.183 ]sampleid: 000000015440.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:29.234 ]sampleid: 000000015497.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:29.294 ]sampleid: 000000015517.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:29.351 ]sampleid: 000000015597.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:29.401 ]sampleid: 000000015660.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:29.460 ]sampleid: 000000015746.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:29.510 ]sampleid: 000000015751.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:29.564 ]sampleid: 000000015956.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:29.620 ]sampleid: 000000016010.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:29.683 ]sampleid: 000000016228.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:29.743 ]sampleid: 000000016249.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:29.803 ]sampleid: 000000016439.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:29.871 ]sampleid: 000000016451.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:29.923 ]sampleid: 000000016502.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:29.985 ]sampleid: 000000016598.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:30. 41 ]sampleid: 000000016958.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:30.109 ]sampleid: 000000017029.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:30.160 ]sampleid: 000000017031.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:30.229 ]sampleid: 000000017115.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:30.283 ]sampleid: 000000017178.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:30.342 ]sampleid: 000000017182.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:30.403 ]sampleid: 000000017207.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:30.463 ]sampleid: 000000017379.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:30.528 ]sampleid: 000000017436.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:30.589 ]sampleid: 000000017627.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:30.642 ]sampleid: 000000017714.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:30.704 ]sampleid: 000000017899.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:30.762 ]sampleid: 000000017905.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:30.824 ]sampleid: 000000017959.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:30.890 ]sampleid: 000000018150.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:30.945 ]sampleid: 000000018193.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:31.  7 ]sampleid: 000000018380.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:31. 67 ]sampleid: 000000018491.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:31.124 ]sampleid: 000000018519.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:31.183 ]sampleid: 000000018575.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:31.245 ]sampleid: 000000018737.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:31.309 ]sampleid: 000000018770.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:31.367 ]sampleid: 000000018833.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:31.427 ]sampleid: 000000018837.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:31.483 ]sampleid: 000000019042.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:31.549 ]sampleid: 000000019109.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:31.607 ]sampleid: 000000019221.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:31.664 ]sampleid: 000000019402.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:31.729 ]sampleid: 000000019432.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:31.785 ]sampleid: 000000019742.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:31.851 ]sampleid: 000000019786.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:31.911 ]sampleid: 000000019924.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:31.972 ]sampleid: 000000020059.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:32. 34 ]sampleid: 000000020107.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:32.102 ]sampleid: 000000020247.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:32.169 ]sampleid: 000000020333.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:32.228 ]sampleid: 000000020553.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:32.293 ]sampleid: 000000020571.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:32.357 ]sampleid: 000000020992.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:32.423 ]sampleid: 000000021167.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:32.483 ]sampleid: 000000021465.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:32.543 ]sampleid: 000000021503.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:32.604 ]sampleid: 000000021604.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:32.666 ]sampleid: 000000021839.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:32.727 ]sampleid: 000000021879.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:32.787 ]sampleid: 000000021903.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:32.844 ]sampleid: 000000022192.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:32.904 ]sampleid: 000000022371.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:32.975 ]sampleid: 000000022396.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:33. 44 ]sampleid: 000000022479.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:33.107 ]sampleid: 000000022589.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:33.164 ]sampleid: 000000022623.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:33.225 ]sampleid: 000000022705.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:33.289 ]sampleid: 000000022755.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:33.347 ]sampleid: 000000022892.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:33.410 ]sampleid: 000000022935.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:33.470 ]sampleid: 000000022969.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:33.531 ]sampleid: 000000023023.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:33.597 ]sampleid: 000000023034.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:33.658 ]sampleid: 000000023126.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:33.729 ]sampleid: 000000023230.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:33.790 ]sampleid: 000000023272.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:33.850 ]sampleid: 000000023359.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:33.914 ]sampleid: 000000023666.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:33.987 ]sampleid: 000000023751.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:34. 48 ]sampleid: 000000023781.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:34.106 ]sampleid: 000000023899.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:34.173 ]sampleid: 000000023937.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:34.242 ]sampleid: 000000024021.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:34.310 ]sampleid: 000000024027.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:34.384 ]sampleid: 000000024144.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:34.456 ]sampleid: 000000024243.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:34.532 ]sampleid: 000000024567.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:34.604 ]sampleid: 000000024610.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:34.685 ]sampleid: 000000024919.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:34.761 ]sampleid: 000000025057.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:34.829 ]sampleid: 000000025096.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:34.889 ]sampleid: 000000025139.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:34.951 ]sampleid: 000000025181.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:35. 22 ]sampleid: 000000025228.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:35. 98 ]sampleid: 000000025386.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:35.171 ]sampleid: 000000025393.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:35.235 ]sampleid: 000000025394.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:35.311 ]sampleid: 000000025424.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:35.378 ]sampleid: 000000025560.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:35.455 ]sampleid: 000000025593.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:35.534 ]sampleid: 000000025603.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:35.610 ]sampleid: 000000025986.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:35.678 ]sampleid: 000000026204.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:35.750 ]sampleid: 000000026465.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:35.818 ]sampleid: 000000026564.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:35.895 ]sampleid: 000000026690.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:35.971 ]sampleid: 000000026926.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:36. 40 ]sampleid: 000000026941.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:36.117 ]sampleid: 000000027186.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:36.191 ]sampleid: 000000027620.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:36.262 ]sampleid: 000000027696.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:36.335 ]sampleid: 000000027768.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:36.407 ]sampleid: 000000027932.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:36.473 ]sampleid: 000000027972.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:36.551 ]sampleid: 000000027982.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:36.625 ]sampleid: 000000028285.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:36.692 ]sampleid: 000000028449.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:36.762 ]sampleid: 000000028452.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:36.827 ]sampleid: 000000028809.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:36.892 ]sampleid: 000000028993.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:36.966 ]sampleid: 000000029187.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:37. 34 ]sampleid: 000000029393.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:37.118 ]sampleid: 000000029397.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:37.195 ]sampleid: 000000029596.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:37.275 ]sampleid: 000000029640.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:37.357 ]sampleid: 000000029675.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:37.444 ]sampleid: 000000029984.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:37.523 ]sampleid: 000000030213.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:37.600 ]sampleid: 000000030494.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:37.674 ]sampleid: 000000030504.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:37.743 ]sampleid: 000000030675.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:37.810 ]sampleid: 000000030785.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:37.873 ]sampleid: 000000030828.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:37.945 ]sampleid: 000000031050.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:38.  7 ]sampleid: 000000031093.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:38. 68 ]sampleid: 000000031118.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:38.129 ]sampleid: 000000031217.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:38.192 ]sampleid: 000000031248.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:38.265 ]sampleid: 000000031269.jpg, result=true
[ AI-Rank-Log  4/ 7 16:48:38.343 ]sampleid: 000000031296.jpg, result=true
