[ AI-Rank-Log  4/ 8 16:14:13.281 ]load_data, checksum: e753a469e46c13dcb99114b2202c2a0c
[ AI-Rank-Log  4/ 8 16:14:40.932 ]sampleid: 000000002431.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:41.185 ]sampleid: 000000002473.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:41.447 ]sampleid: 000000002532.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:41.696 ]sampleid: 000000002587.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:41.957 ]sampleid: 000000002592.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:42.224 ]sampleid: 000000002685.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:42.475 ]sampleid: 000000002923.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:42.732 ]sampleid: 000000003156.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:42.989 ]sampleid: 000000003255.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:43.254 ]sampleid: 000000003501.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:43.510 ]sampleid: 000000003553.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:43.764 ]sampleid: 000000003661.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:44. 22 ]sampleid: 000000003845.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:44.279 ]sampleid: 000000003934.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:44.539 ]sampleid: 000000004134.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:44.797 ]sampleid: 000000004395.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:45. 55 ]sampleid: 000000004495.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:45.322 ]sampleid: 000000004765.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:45.585 ]sampleid: 000000004795.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:45.853 ]sampleid: 000000005001.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:46.119 ]sampleid: 000000005037.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:46.385 ]sampleid: 000000005060.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:46.644 ]sampleid: 000000005193.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:46.910 ]sampleid: 000000005477.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:47.162 ]sampleid: 000000005503.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:47.428 ]sampleid: 000000005529.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:47.679 ]sampleid: 000000005586.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:47.945 ]sampleid: 000000005600.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:48.211 ]sampleid: 000000005992.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:48.480 ]sampleid: 000000006012.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:48.746 ]sampleid: 000000006040.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:49. 13 ]sampleid: 000000006213.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:49.278 ]sampleid: 000000006460.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:49.534 ]sampleid: 000000006471.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:49.794 ]sampleid: 000000006614.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:50. 62 ]sampleid: 000000006723.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:50.323 ]sampleid: 000000006763.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:50.589 ]sampleid: 000000006771.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:50.855 ]sampleid: 000000006818.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:51.124 ]sampleid: 000000006894.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:51.399 ]sampleid: 000000006954.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:51.674 ]sampleid: 000000007088.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:51.943 ]sampleid: 000000007108.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:52.220 ]sampleid: 000000007278.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:52.486 ]sampleid: 000000007281.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:52.754 ]sampleid: 000000007386.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:53. 26 ]sampleid: 000000007511.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:53.299 ]sampleid: 000000007574.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:53.563 ]sampleid: 000000007784.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:53.834 ]sampleid: 000000007795.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:54.106 ]sampleid: 000000007816.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:54.375 ]sampleid: 000000007818.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:54.648 ]sampleid: 000000007888.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:54.929 ]sampleid: 000000007977.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:55.201 ]sampleid: 000000007991.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:55.476 ]sampleid: 000000008021.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:55.756 ]sampleid: 000000008211.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:56. 41 ]sampleid: 000000008277.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:56.313 ]sampleid: 000000008532.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:56.596 ]sampleid: 000000008629.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:56.875 ]sampleid: 000000008690.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:57.151 ]sampleid: 000000008762.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:57.422 ]sampleid: 000000008844.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:57.708 ]sampleid: 000000008899.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:57.982 ]sampleid: 000000009378.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:58.257 ]sampleid: 000000009400.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:58.545 ]sampleid: 000000009448.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:58.823 ]sampleid: 000000009483.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:59.102 ]sampleid: 000000009590.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:59.391 ]sampleid: 000000009769.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:59.677 ]sampleid: 000000009772.jpg, result=true
[ AI-Rank-Log  4/ 8 16:14:59.959 ]sampleid: 000000009891.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15: 0.241 ]sampleid: 000000009914.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15: 0.522 ]sampleid: 000000010092.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15: 0.796 ]sampleid: 000000010363.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15: 1. 87 ]sampleid: 000000010583.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15: 1.369 ]sampleid: 000000010707.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15: 1.651 ]sampleid: 000000010764.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15: 1.926 ]sampleid: 000000010977.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15: 2.207 ]sampleid: 000000010995.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15: 2.486 ]sampleid: 000000011051.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15: 2.772 ]sampleid: 000000011122.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15: 3. 52 ]sampleid: 000000011149.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15: 3.337 ]sampleid: 000000011197.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15: 3.621 ]sampleid: 000000011511.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15: 3.911 ]sampleid: 000000011615.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15: 4.198 ]sampleid: 000000011699.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15: 4.484 ]sampleid: 000000011760.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15: 4.760 ]sampleid: 000000011813.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15: 5. 49 ]sampleid: 000000012062.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15: 5.333 ]sampleid: 000000012120.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15: 5.618 ]sampleid: 000000012280.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15: 5.909 ]sampleid: 000000012576.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15: 6.201 ]sampleid: 000000012639.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15: 6.483 ]sampleid: 000000012667.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15: 6.771 ]sampleid: 000000012670.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15: 7. 62 ]sampleid: 000000012748.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15: 7.343 ]sampleid: 000000013004.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15: 7.633 ]sampleid: 000000013177.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15: 7.922 ]sampleid: 000000013201.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15: 8.204 ]sampleid: 000000013291.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15: 8.492 ]sampleid: 000000013348.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15: 8.783 ]sampleid: 000000013546.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15: 9. 71 ]sampleid: 000000013597.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15: 9.368 ]sampleid: 000000013659.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15: 9.658 ]sampleid: 000000013729.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15: 9.953 ]sampleid: 000000013774.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:10.243 ]sampleid: 000000013923.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:10.534 ]sampleid: 000000014007.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:10.824 ]sampleid: 000000014038.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:11.118 ]sampleid: 000000014226.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:11.411 ]sampleid: 000000014380.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:11.707 ]sampleid: 000000014439.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:12.  5 ]sampleid: 000000014473.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:12.301 ]sampleid: 000000014831.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:12.600 ]sampleid: 000000014888.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:12.891 ]sampleid: 000000015079.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:13.184 ]sampleid: 000000015254.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:13.487 ]sampleid: 000000015272.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:13.783 ]sampleid: 000000015278.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:14. 83 ]sampleid: 000000015335.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:14.382 ]sampleid: 000000015338.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:14.676 ]sampleid: 000000015440.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:14.973 ]sampleid: 000000015497.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:15.276 ]sampleid: 000000015517.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:15.571 ]sampleid: 000000015597.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:15.868 ]sampleid: 000000015660.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:16.169 ]sampleid: 000000015746.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:16.464 ]sampleid: 000000015751.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:16.765 ]sampleid: 000000015956.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:17. 67 ]sampleid: 000000016010.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:17.369 ]sampleid: 000000016228.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:17.662 ]sampleid: 000000016249.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:17.964 ]sampleid: 000000016439.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:18.272 ]sampleid: 000000016451.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:18.566 ]sampleid: 000000016502.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:18.871 ]sampleid: 000000016598.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:19.175 ]sampleid: 000000016958.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:19.490 ]sampleid: 000000017029.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:19.786 ]sampleid: 000000017031.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:20. 97 ]sampleid: 000000017115.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:20.399 ]sampleid: 000000017178.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:20.700 ]sampleid: 000000017182.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:21.  5 ]sampleid: 000000017207.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:21.310 ]sampleid: 000000017379.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:21.616 ]sampleid: 000000017436.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:21.926 ]sampleid: 000000017627.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:22.233 ]sampleid: 000000017714.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:22.544 ]sampleid: 000000017899.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:22.853 ]sampleid: 000000017905.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:23.160 ]sampleid: 000000017959.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:23.470 ]sampleid: 000000018150.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:23.774 ]sampleid: 000000018193.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:24. 86 ]sampleid: 000000018380.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:24.391 ]sampleid: 000000018491.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:24.703 ]sampleid: 000000018519.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:25. 14 ]sampleid: 000000018575.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:25.323 ]sampleid: 000000018737.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:25.631 ]sampleid: 000000018770.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:25.940 ]sampleid: 000000018833.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:26.256 ]sampleid: 000000018837.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:26.566 ]sampleid: 000000019042.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:26.880 ]sampleid: 000000019109.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:27.192 ]sampleid: 000000019221.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:27.504 ]sampleid: 000000019402.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:27.820 ]sampleid: 000000019432.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:28.129 ]sampleid: 000000019742.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:28.435 ]sampleid: 000000019786.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:28.742 ]sampleid: 000000019924.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:29. 62 ]sampleid: 000000020059.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:29.366 ]sampleid: 000000020107.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:29.680 ]sampleid: 000000020247.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:29.991 ]sampleid: 000000020333.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:30.301 ]sampleid: 000000020553.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:30.622 ]sampleid: 000000020571.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:30.932 ]sampleid: 000000020992.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:31.242 ]sampleid: 000000021167.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:31.550 ]sampleid: 000000021465.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:31.864 ]sampleid: 000000021503.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:32.183 ]sampleid: 000000021604.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:32.501 ]sampleid: 000000021839.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:32.821 ]sampleid: 000000021879.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:33.142 ]sampleid: 000000021903.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:33.456 ]sampleid: 000000022192.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:33.759 ]sampleid: 000000022371.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:34. 80 ]sampleid: 000000022396.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:34.402 ]sampleid: 000000022479.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:34.724 ]sampleid: 000000022589.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:35. 42 ]sampleid: 000000022623.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:35.361 ]sampleid: 000000022705.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:35.681 ]sampleid: 000000022755.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:35.993 ]sampleid: 000000022892.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:36.311 ]sampleid: 000000022935.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:36.624 ]sampleid: 000000022969.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:36.952 ]sampleid: 000000023023.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:37.275 ]sampleid: 000000023034.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:37.592 ]sampleid: 000000023126.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:37.933 ]sampleid: 000000023230.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:38.244 ]sampleid: 000000023272.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:38.563 ]sampleid: 000000023359.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:38.888 ]sampleid: 000000023666.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:39.209 ]sampleid: 000000023751.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:39.530 ]sampleid: 000000023781.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:39.849 ]sampleid: 000000023899.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:40.175 ]sampleid: 000000023937.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:40.493 ]sampleid: 000000024021.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:40.809 ]sampleid: 000000024027.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:41.143 ]sampleid: 000000024144.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:41.473 ]sampleid: 000000024243.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:41.802 ]sampleid: 000000024567.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:42.128 ]sampleid: 000000024610.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:42.452 ]sampleid: 000000024919.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:42.776 ]sampleid: 000000025057.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:43.100 ]sampleid: 000000025096.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:43.419 ]sampleid: 000000025139.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:43.743 ]sampleid: 000000025181.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:44. 73 ]sampleid: 000000025228.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:44.399 ]sampleid: 000000025386.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:44.726 ]sampleid: 000000025393.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:45. 57 ]sampleid: 000000025394.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:45.381 ]sampleid: 000000025424.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:45.703 ]sampleid: 000000025560.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:46. 40 ]sampleid: 000000025593.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:46.373 ]sampleid: 000000025603.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:46.702 ]sampleid: 000000025986.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:47. 36 ]sampleid: 000000026204.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:47.359 ]sampleid: 000000026465.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:47.687 ]sampleid: 000000026564.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:48. 19 ]sampleid: 000000026690.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:48.349 ]sampleid: 000000026926.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:48.681 ]sampleid: 000000026941.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:49.  7 ]sampleid: 000000027186.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:49.341 ]sampleid: 000000027620.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:49.674 ]sampleid: 000000027696.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:50. 16 ]sampleid: 000000027768.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:50.336 ]sampleid: 000000027932.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:50.672 ]sampleid: 000000027972.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:50.996 ]sampleid: 000000027982.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:51.333 ]sampleid: 000000028285.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:51.664 ]sampleid: 000000028449.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:52.  4 ]sampleid: 000000028452.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:52.335 ]sampleid: 000000028809.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:52.679 ]sampleid: 000000028993.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:53. 24 ]sampleid: 000000029187.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:53.355 ]sampleid: 000000029393.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:53.693 ]sampleid: 000000029397.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:54. 33 ]sampleid: 000000029596.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:54.371 ]sampleid: 000000029640.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:54.710 ]sampleid: 000000029675.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:55. 53 ]sampleid: 000000029984.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:55.394 ]sampleid: 000000030213.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:55.736 ]sampleid: 000000030494.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:56. 79 ]sampleid: 000000030504.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:56.418 ]sampleid: 000000030675.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:56.761 ]sampleid: 000000030785.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:57.104 ]sampleid: 000000030828.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:57.445 ]sampleid: 000000031050.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:57.784 ]sampleid: 000000031093.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:58.127 ]sampleid: 000000031118.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:58.472 ]sampleid: 000000031217.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:58.802 ]sampleid: 000000031248.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:59.148 ]sampleid: 000000031269.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:59.493 ]sampleid: 000000031296.jpg, result=true
[ AI-Rank-Log  4/ 8 16:15:59.840 ]sampleid: 000000031322.jpg, result=true
