[ AI-Rank-Log  4/ 8 13:43:25.640 ]load_data, checksum: e753a469e46c13dcb99114b2202c2a0c
[ AI-Rank-Log  4/ 8 13:44:28.894 ]sampleid: 000000016451.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:29.119 ]sampleid: 000000016502.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:29.370 ]sampleid: 000000016598.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:29.610 ]sampleid: 000000016958.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:29.865 ]sampleid: 000000017029.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:30. 93 ]sampleid: 000000017031.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:30.362 ]sampleid: 000000017115.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:30.610 ]sampleid: 000000017178.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:30.850 ]sampleid: 000000017182.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:31. 92 ]sampleid: 000000017207.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:31.334 ]sampleid: 000000017379.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:31.561 ]sampleid: 000000017436.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:31.811 ]sampleid: 000000017627.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:32. 54 ]sampleid: 000000017714.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:32.306 ]sampleid: 000000017899.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:32.571 ]sampleid: 000000017905.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:32.811 ]sampleid: 000000017959.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:33. 64 ]sampleid: 000000018150.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:33.329 ]sampleid: 000000018193.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:33.574 ]sampleid: 000000018380.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:33.814 ]sampleid: 000000018491.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:34. 69 ]sampleid: 000000018519.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:34.330 ]sampleid: 000000018575.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:34.574 ]sampleid: 000000018737.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:34.814 ]sampleid: 000000018770.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:35. 52 ]sampleid: 000000018833.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:35.308 ]sampleid: 000000018837.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:35.572 ]sampleid: 000000019042.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:35.830 ]sampleid: 000000019109.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:36. 78 ]sampleid: 000000019221.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:36.331 ]sampleid: 000000019402.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:36.588 ]sampleid: 000000019432.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:36.846 ]sampleid: 000000019742.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:37. 70 ]sampleid: 000000019786.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:37.313 ]sampleid: 000000019924.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:37.582 ]sampleid: 000000020059.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:37.849 ]sampleid: 000000020107.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:38. 88 ]sampleid: 000000020247.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:38.363 ]sampleid: 000000020333.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:38.600 ]sampleid: 000000020553.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:38.870 ]sampleid: 000000020571.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:39.127 ]sampleid: 000000020992.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:39.382 ]sampleid: 000000021167.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:39.650 ]sampleid: 000000021465.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:39.904 ]sampleid: 000000021503.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:40.173 ]sampleid: 000000021604.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:40.438 ]sampleid: 000000021839.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:40.707 ]sampleid: 000000021879.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:40.985 ]sampleid: 000000021903.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:41.252 ]sampleid: 000000022192.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:41.492 ]sampleid: 000000022371.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:41.752 ]sampleid: 000000022396.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:42. 28 ]sampleid: 000000022479.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:42.309 ]sampleid: 000000022589.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:42.580 ]sampleid: 000000022623.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:42.862 ]sampleid: 000000022705.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:43.146 ]sampleid: 000000022755.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:43.410 ]sampleid: 000000022892.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:43.673 ]sampleid: 000000022935.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:43.945 ]sampleid: 000000022969.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:44.230 ]sampleid: 000000023023.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:44.510 ]sampleid: 000000023034.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:44.783 ]sampleid: 000000023126.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:45. 87 ]sampleid: 000000023230.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:45.347 ]sampleid: 000000023272.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:45.615 ]sampleid: 000000023359.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:45.880 ]sampleid: 000000023666.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:46.157 ]sampleid: 000000023751.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:46.427 ]sampleid: 000000023781.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:46.702 ]sampleid: 000000023899.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:46.989 ]sampleid: 000000023937.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:47.271 ]sampleid: 000000024021.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:47.545 ]sampleid: 000000024027.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:47.838 ]sampleid: 000000024144.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:48. 97 ]sampleid: 000000024243.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:48.385 ]sampleid: 000000024567.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:48.669 ]sampleid: 000000024610.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:48.952 ]sampleid: 000000024919.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:49.242 ]sampleid: 000000025057.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:49.512 ]sampleid: 000000025096.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:49.787 ]sampleid: 000000025139.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:50. 71 ]sampleid: 000000025181.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:50.356 ]sampleid: 000000025228.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:50.636 ]sampleid: 000000025386.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:50.922 ]sampleid: 000000025393.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:51.201 ]sampleid: 000000025394.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:51.478 ]sampleid: 000000025424.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:51.757 ]sampleid: 000000025560.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:52. 52 ]sampleid: 000000025593.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:52.330 ]sampleid: 000000025603.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:52.607 ]sampleid: 000000025986.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:52.887 ]sampleid: 000000026204.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:53.156 ]sampleid: 000000026465.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:53.436 ]sampleid: 000000026564.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:53.721 ]sampleid: 000000026690.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:54.  3 ]sampleid: 000000026926.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:54.287 ]sampleid: 000000026941.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:54.560 ]sampleid: 000000027186.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:54.843 ]sampleid: 000000027620.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:55.101 ]sampleid: 000000027696.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:55.405 ]sampleid: 000000027768.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:55.671 ]sampleid: 000000027932.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:55.965 ]sampleid: 000000027972.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:56.244 ]sampleid: 000000027982.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:56.530 ]sampleid: 000000028285.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:56.806 ]sampleid: 000000028449.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:57. 91 ]sampleid: 000000028452.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:57.366 ]sampleid: 000000028809.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:57.654 ]sampleid: 000000028993.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:57.935 ]sampleid: 000000029187.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:58.210 ]sampleid: 000000029393.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:58.489 ]sampleid: 000000029397.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:58.770 ]sampleid: 000000029596.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:59. 52 ]sampleid: 000000029640.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:59.333 ]sampleid: 000000029675.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:59.614 ]sampleid: 000000029984.jpg, result=true
[ AI-Rank-Log  4/ 8 13:44:59.902 ]sampleid: 000000030213.jpg, result=true
[ AI-Rank-Log  4/ 8 13:45: 0.211 ]sampleid: 000000030494.jpg, result=true
[ AI-Rank-Log  4/ 8 13:45: 0.501 ]sampleid: 000000030504.jpg, result=true
[ AI-Rank-Log  4/ 8 13:45: 0.807 ]sampleid: 000000030675.jpg, result=true
[ AI-Rank-Log  4/ 8 13:45: 1. 85 ]sampleid: 000000030785.jpg, result=true
[ AI-Rank-Log  4/ 8 13:45: 1.371 ]sampleid: 000000030828.jpg, result=true
[ AI-Rank-Log  4/ 8 13:45: 1.653 ]sampleid: 000000031050.jpg, result=true
[ AI-Rank-Log  4/ 8 13:45: 1.934 ]sampleid: 000000031093.jpg, result=true
[ AI-Rank-Log  4/ 8 13:45: 2.228 ]sampleid: 000000031118.jpg, result=true
[ AI-Rank-Log  4/ 8 13:45: 2.531 ]sampleid: 000000031217.jpg, result=true
[ AI-Rank-Log  4/ 8 13:45: 2.810 ]sampleid: 000000031248.jpg, result=true
