[ AI-Rank-Log  4/ 8 14:49:10.874 ]load_data, checksum: e753a469e46c13dcb99114b2202c2a0c
[ AI-Rank-Log  4/ 8 14:49:21.901 ]sampleid: 000000006763.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:21.964 ]sampleid: 000000006771.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:22. 32 ]sampleid: 000000006818.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:22. 97 ]sampleid: 000000006894.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:22.162 ]sampleid: 000000006954.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:22.235 ]sampleid: 000000007088.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:22.299 ]sampleid: 000000007108.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:22.365 ]sampleid: 000000007278.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:22.432 ]sampleid: 000000007281.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:22.498 ]sampleid: 000000007386.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:22.560 ]sampleid: 000000007511.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:22.625 ]sampleid: 000000007574.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:22.686 ]sampleid: 000000007784.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:22.754 ]sampleid: 000000007795.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:22.817 ]sampleid: 000000007816.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:22.879 ]sampleid: 000000007818.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:22.946 ]sampleid: 000000007888.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:23. 17 ]sampleid: 000000007977.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:23. 81 ]sampleid: 000000007991.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:23.153 ]sampleid: 000000008021.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:23.220 ]sampleid: 000000008211.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:23.300 ]sampleid: 000000008277.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:23.361 ]sampleid: 000000008532.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:23.437 ]sampleid: 000000008629.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:23.512 ]sampleid: 000000008690.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:23.578 ]sampleid: 000000008762.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:23.644 ]sampleid: 000000008844.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:23.721 ]sampleid: 000000008899.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:23.791 ]sampleid: 000000009378.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:23.859 ]sampleid: 000000009400.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:23.936 ]sampleid: 000000009448.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:24.  9 ]sampleid: 000000009483.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:24. 79 ]sampleid: 000000009590.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:24.156 ]sampleid: 000000009769.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:24.239 ]sampleid: 000000009772.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:24.304 ]sampleid: 000000009891.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:24.378 ]sampleid: 000000009914.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:24.451 ]sampleid: 000000010092.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:24.519 ]sampleid: 000000010363.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:24.598 ]sampleid: 000000010583.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:24.676 ]sampleid: 000000010707.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:24.744 ]sampleid: 000000010764.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:24.816 ]sampleid: 000000010977.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:24.882 ]sampleid: 000000010995.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:24.957 ]sampleid: 000000011051.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:25. 37 ]sampleid: 000000011122.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:25.114 ]sampleid: 000000011149.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:25.184 ]sampleid: 000000011197.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:25.260 ]sampleid: 000000011511.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:25.337 ]sampleid: 000000011615.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:25.412 ]sampleid: 000000011699.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:25.490 ]sampleid: 000000011760.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:25.559 ]sampleid: 000000011813.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:25.636 ]sampleid: 000000012062.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:25.714 ]sampleid: 000000012120.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:25.788 ]sampleid: 000000012280.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:25.866 ]sampleid: 000000012576.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:25.948 ]sampleid: 000000012639.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:26. 22 ]sampleid: 000000012667.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:26. 99 ]sampleid: 000000012670.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:26.177 ]sampleid: 000000012748.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:26.259 ]sampleid: 000000013004.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:26.338 ]sampleid: 000000013177.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:26.413 ]sampleid: 000000013201.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:26.483 ]sampleid: 000000013291.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:26.563 ]sampleid: 000000013348.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:26.640 ]sampleid: 000000013546.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:26.717 ]sampleid: 000000013597.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:26.798 ]sampleid: 000000013659.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:26.876 ]sampleid: 000000013729.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:26.958 ]sampleid: 000000013774.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:27. 38 ]sampleid: 000000013923.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:27.117 ]sampleid: 000000014007.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:27.197 ]sampleid: 000000014038.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:27.277 ]sampleid: 000000014226.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:27.358 ]sampleid: 000000014380.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:27.438 ]sampleid: 000000014439.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:27.518 ]sampleid: 000000014473.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:27.599 ]sampleid: 000000014831.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:27.680 ]sampleid: 000000014888.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:27.758 ]sampleid: 000000015079.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:27.837 ]sampleid: 000000015254.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:27.922 ]sampleid: 000000015272.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:28.  3 ]sampleid: 000000015278.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:28. 92 ]sampleid: 000000015335.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:28.178 ]sampleid: 000000015338.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:28.258 ]sampleid: 000000015440.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:28.337 ]sampleid: 000000015497.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:28.417 ]sampleid: 000000015517.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:28.498 ]sampleid: 000000015597.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:28.578 ]sampleid: 000000015660.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:28.660 ]sampleid: 000000015746.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:28.740 ]sampleid: 000000015751.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:28.823 ]sampleid: 000000015956.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:28.913 ]sampleid: 000000016010.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:28.997 ]sampleid: 000000016228.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:29. 77 ]sampleid: 000000016249.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:29.160 ]sampleid: 000000016439.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:29.246 ]sampleid: 000000016451.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:29.328 ]sampleid: 000000016502.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:29.417 ]sampleid: 000000016598.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:29.501 ]sampleid: 000000016958.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:29.597 ]sampleid: 000000017029.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:29.677 ]sampleid: 000000017031.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:29.761 ]sampleid: 000000017115.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:29.843 ]sampleid: 000000017178.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:29.931 ]sampleid: 000000017182.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:30. 16 ]sampleid: 000000017207.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:30.102 ]sampleid: 000000017379.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:30.192 ]sampleid: 000000017436.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:30.284 ]sampleid: 000000017627.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:30.377 ]sampleid: 000000017714.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:30.481 ]sampleid: 000000017899.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:30.563 ]sampleid: 000000017905.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:30.658 ]sampleid: 000000017959.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:30.746 ]sampleid: 000000018150.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:30.837 ]sampleid: 000000018193.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:30.945 ]sampleid: 000000018380.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:31. 22 ]sampleid: 000000018491.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:31.120 ]sampleid: 000000018519.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:31.224 ]sampleid: 000000018575.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:31.304 ]sampleid: 000000018737.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:31.398 ]sampleid: 000000018770.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:31.478 ]sampleid: 000000018833.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:31.566 ]sampleid: 000000018837.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:31.657 ]sampleid: 000000019042.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:31.748 ]sampleid: 000000019109.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:31.843 ]sampleid: 000000019221.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:31.936 ]sampleid: 000000019402.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:32. 42 ]sampleid: 000000019432.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:32.121 ]sampleid: 000000019742.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:32.208 ]sampleid: 000000019786.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:32.297 ]sampleid: 000000019924.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:32.403 ]sampleid: 000000020059.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:32.482 ]sampleid: 000000020107.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:32.580 ]sampleid: 000000020247.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:32.683 ]sampleid: 000000020333.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:32.785 ]sampleid: 000000020553.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:32.900 ]sampleid: 000000020571.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:32.982 ]sampleid: 000000020992.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:33. 77 ]sampleid: 000000021167.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:33.173 ]sampleid: 000000021465.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:33.278 ]sampleid: 000000021503.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:33.387 ]sampleid: 000000021604.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:33.482 ]sampleid: 000000021839.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:33.584 ]sampleid: 000000021879.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:33.703 ]sampleid: 000000021903.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:33.785 ]sampleid: 000000022192.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:33.878 ]sampleid: 000000022371.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:33.965 ]sampleid: 000000022396.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:34. 65 ]sampleid: 000000022479.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:34.183 ]sampleid: 000000022589.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:34.303 ]sampleid: 000000022623.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:34.405 ]sampleid: 000000022705.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:34.520 ]sampleid: 000000022755.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:34.602 ]sampleid: 000000022892.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:34.703 ]sampleid: 000000022935.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:34.804 ]sampleid: 000000022969.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:34.923 ]sampleid: 000000023023.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:35. 22 ]sampleid: 000000023034.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:35.124 ]sampleid: 000000023126.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:35.244 ]sampleid: 000000023230.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:35.355 ]sampleid: 000000023272.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:35.464 ]sampleid: 000000023359.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:35.562 ]sampleid: 000000023666.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:35.681 ]sampleid: 000000023751.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:35.783 ]sampleid: 000000023781.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:35.903 ]sampleid: 000000023899.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:36.  1 ]sampleid: 000000023937.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:36.104 ]sampleid: 000000024021.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:36.203 ]sampleid: 000000024027.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:36.321 ]sampleid: 000000024144.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:36.423 ]sampleid: 000000024243.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:36.540 ]sampleid: 000000024567.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:36.643 ]sampleid: 000000024610.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:36.764 ]sampleid: 000000024919.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:36.883 ]sampleid: 000000025057.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:37.  1 ]sampleid: 000000025096.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:37.102 ]sampleid: 000000025139.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:37.223 ]sampleid: 000000025181.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:37.344 ]sampleid: 000000025228.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:37.463 ]sampleid: 000000025386.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:37.581 ]sampleid: 000000025393.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:37.701 ]sampleid: 000000025394.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:37.801 ]sampleid: 000000025424.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:37.921 ]sampleid: 000000025560.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:38. 26 ]sampleid: 000000025593.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:38.144 ]sampleid: 000000025603.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:38.263 ]sampleid: 000000025986.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:38.382 ]sampleid: 000000026204.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:38.501 ]sampleid: 000000026465.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:38.629 ]sampleid: 000000026564.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:38.743 ]sampleid: 000000026690.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:38.861 ]sampleid: 000000026926.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:38.964 ]sampleid: 000000026941.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:39. 80 ]sampleid: 000000027186.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:39.183 ]sampleid: 000000027620.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:39.302 ]sampleid: 000000027696.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:39.422 ]sampleid: 000000027768.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:39.541 ]sampleid: 000000027932.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:39.645 ]sampleid: 000000027972.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:39.763 ]sampleid: 000000027982.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:39.883 ]sampleid: 000000028285.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:40.  2 ]sampleid: 000000028449.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:40.123 ]sampleid: 000000028452.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:40.242 ]sampleid: 000000028809.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:40.364 ]sampleid: 000000028993.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:40.483 ]sampleid: 000000029187.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:40.603 ]sampleid: 000000029393.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:40.723 ]sampleid: 000000029397.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:40.842 ]sampleid: 000000029596.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:40.964 ]sampleid: 000000029640.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:41. 83 ]sampleid: 000000029675.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:41.203 ]sampleid: 000000029984.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:41.322 ]sampleid: 000000030213.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:41.443 ]sampleid: 000000030494.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:41.563 ]sampleid: 000000030504.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:41.683 ]sampleid: 000000030675.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:41.803 ]sampleid: 000000030785.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:41.923 ]sampleid: 000000030828.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:42. 43 ]sampleid: 000000031050.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:42.164 ]sampleid: 000000031093.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:42.285 ]sampleid: 000000031118.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:42.408 ]sampleid: 000000031217.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:42.524 ]sampleid: 000000031248.jpg, result=true
[ AI-Rank-Log  4/ 8 14:49:42.644 ]sampleid: 000000031269.jpg, result=true
