[ AI-Rank-Log  4/ 7 20:56:59.187 ]load_data, checksum: e753a469e46c13dcb99114b2202c2a0c
[ AI-Rank-Log  4/ 7 20:57: 2.  6 ]sampleid: 000000002592.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 2. 54 ]sampleid: 000000002685.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 2. 88 ]sampleid: 000000002923.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 2.127 ]sampleid: 000000003156.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 2.169 ]sampleid: 000000003255.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 2.215 ]sampleid: 000000003501.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 2.254 ]sampleid: 000000003553.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 2.297 ]sampleid: 000000003661.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 2.344 ]sampleid: 000000003845.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 2.384 ]sampleid: 000000003934.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 2.428 ]sampleid: 000000004134.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 2.468 ]sampleid: 000000004395.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 2.507 ]sampleid: 000000004495.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 2.555 ]sampleid: 000000004765.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 2.598 ]sampleid: 000000004795.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 2.650 ]sampleid: 000000005001.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 2.691 ]sampleid: 000000005037.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 2.738 ]sampleid: 000000005060.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 2.786 ]sampleid: 000000005193.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 2.828 ]sampleid: 000000005477.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 2.866 ]sampleid: 000000005503.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 2.916 ]sampleid: 000000005529.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 2.955 ]sampleid: 000000005586.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 3.  3 ]sampleid: 000000005600.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 3. 47 ]sampleid: 000000005992.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 3. 92 ]sampleid: 000000006012.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 3.131 ]sampleid: 000000006040.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 3.172 ]sampleid: 000000006213.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 3.220 ]sampleid: 000000006460.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 3.265 ]sampleid: 000000006471.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 3.306 ]sampleid: 000000006614.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 3.352 ]sampleid: 000000006723.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 3.396 ]sampleid: 000000006763.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 3.446 ]sampleid: 000000006771.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 3.489 ]sampleid: 000000006818.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 3.534 ]sampleid: 000000006894.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 3.588 ]sampleid: 000000006954.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 3.638 ]sampleid: 000000007088.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 3.690 ]sampleid: 000000007108.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 3.738 ]sampleid: 000000007278.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 3.787 ]sampleid: 000000007281.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 3.837 ]sampleid: 000000007386.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 3.888 ]sampleid: 000000007511.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 3.929 ]sampleid: 000000007574.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 3.966 ]sampleid: 000000007784.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 4. 14 ]sampleid: 000000007795.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 4. 67 ]sampleid: 000000007816.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 4.114 ]sampleid: 000000007818.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 4.163 ]sampleid: 000000007888.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 4.215 ]sampleid: 000000007977.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 4.266 ]sampleid: 000000007991.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 4.324 ]sampleid: 000000008021.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 4.383 ]sampleid: 000000008211.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 4.440 ]sampleid: 000000008277.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 4.489 ]sampleid: 000000008532.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 4.538 ]sampleid: 000000008629.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 4.586 ]sampleid: 000000008690.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 4.625 ]sampleid: 000000008762.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 4.665 ]sampleid: 000000008844.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 4.713 ]sampleid: 000000008899.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 4.757 ]sampleid: 000000009378.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 4.809 ]sampleid: 000000009400.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 4.862 ]sampleid: 000000009448.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 4.913 ]sampleid: 000000009483.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 4.964 ]sampleid: 000000009590.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 5. 24 ]sampleid: 000000009769.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 5. 81 ]sampleid: 000000009772.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 5.138 ]sampleid: 000000009891.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 5.201 ]sampleid: 000000009914.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 5.263 ]sampleid: 000000010092.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 5.319 ]sampleid: 000000010363.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 5.383 ]sampleid: 000000010583.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 5.434 ]sampleid: 000000010707.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 5.486 ]sampleid: 000000010764.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 5.534 ]sampleid: 000000010977.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 5.586 ]sampleid: 000000010995.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 5.637 ]sampleid: 000000011051.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 5.693 ]sampleid: 000000011122.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 5.744 ]sampleid: 000000011149.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 5.806 ]sampleid: 000000011197.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 5.864 ]sampleid: 000000011511.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 5.915 ]sampleid: 000000011615.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 5.958 ]sampleid: 000000011699.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 5.994 ]sampleid: 000000011760.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 6. 30 ]sampleid: 000000011813.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 6. 74 ]sampleid: 000000012062.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 6.126 ]sampleid: 000000012120.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 6.182 ]sampleid: 000000012280.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 6.243 ]sampleid: 000000012576.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 6.296 ]sampleid: 000000012639.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 6.343 ]sampleid: 000000012667.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 6.398 ]sampleid: 000000012670.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 6.460 ]sampleid: 000000012748.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 6.511 ]sampleid: 000000013004.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 6.564 ]sampleid: 000000013177.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 6.618 ]sampleid: 000000013201.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 6.669 ]sampleid: 000000013291.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 6.717 ]sampleid: 000000013348.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 6.768 ]sampleid: 000000013546.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 6.815 ]sampleid: 000000013597.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 6.869 ]sampleid: 000000013659.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 6.918 ]sampleid: 000000013729.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 6.969 ]sampleid: 000000013774.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 7. 16 ]sampleid: 000000013923.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 7. 70 ]sampleid: 000000014007.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 7.124 ]sampleid: 000000014038.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 7.177 ]sampleid: 000000014226.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 7.235 ]sampleid: 000000014380.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 7.297 ]sampleid: 000000014439.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 7.365 ]sampleid: 000000014473.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 7.422 ]sampleid: 000000014831.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 7.475 ]sampleid: 000000014888.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 7.525 ]sampleid: 000000015079.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 7.573 ]sampleid: 000000015254.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 7.630 ]sampleid: 000000015272.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 7.681 ]sampleid: 000000015278.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 7.738 ]sampleid: 000000015335.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 7.801 ]sampleid: 000000015338.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 7.863 ]sampleid: 000000015440.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 7.922 ]sampleid: 000000015497.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 7.982 ]sampleid: 000000015517.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 8. 42 ]sampleid: 000000015597.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 8. 98 ]sampleid: 000000015660.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 8.152 ]sampleid: 000000015746.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 8.204 ]sampleid: 000000015751.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 8.258 ]sampleid: 000000015956.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 8.311 ]sampleid: 000000016010.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 8.362 ]sampleid: 000000016228.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 8.418 ]sampleid: 000000016249.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 8.483 ]sampleid: 000000016439.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 8.546 ]sampleid: 000000016451.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 8.595 ]sampleid: 000000016502.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 8.656 ]sampleid: 000000016598.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 8.720 ]sampleid: 000000016958.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 8.778 ]sampleid: 000000017029.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 8.825 ]sampleid: 000000017031.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 8.881 ]sampleid: 000000017115.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 8.942 ]sampleid: 000000017178.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 8.994 ]sampleid: 000000017182.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 9. 49 ]sampleid: 000000017207.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 9.102 ]sampleid: 000000017379.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 9.164 ]sampleid: 000000017436.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 9.223 ]sampleid: 000000017627.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 9.284 ]sampleid: 000000017714.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 9.350 ]sampleid: 000000017899.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 9.406 ]sampleid: 000000017905.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 9.460 ]sampleid: 000000017959.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 9.524 ]sampleid: 000000018150.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 9.585 ]sampleid: 000000018193.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 9.645 ]sampleid: 000000018380.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 9.695 ]sampleid: 000000018491.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 9.757 ]sampleid: 000000018519.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 9.822 ]sampleid: 000000018575.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 9.874 ]sampleid: 000000018737.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 9.924 ]sampleid: 000000018770.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57: 9.978 ]sampleid: 000000018833.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:10. 46 ]sampleid: 000000018837.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:10.102 ]sampleid: 000000019042.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:10.164 ]sampleid: 000000019109.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:10.224 ]sampleid: 000000019221.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:10.281 ]sampleid: 000000019402.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:10.341 ]sampleid: 000000019432.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:10.398 ]sampleid: 000000019742.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:10.458 ]sampleid: 000000019786.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:10.517 ]sampleid: 000000019924.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:10.587 ]sampleid: 000000020059.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:10.641 ]sampleid: 000000020107.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:10.697 ]sampleid: 000000020247.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:10.749 ]sampleid: 000000020333.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:10.797 ]sampleid: 000000020553.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:10.865 ]sampleid: 000000020571.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:10.920 ]sampleid: 000000020992.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:10.982 ]sampleid: 000000021167.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:11. 42 ]sampleid: 000000021465.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:11.105 ]sampleid: 000000021503.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:11.161 ]sampleid: 000000021604.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:11.224 ]sampleid: 000000021839.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:11.284 ]sampleid: 000000021879.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:11.344 ]sampleid: 000000021903.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:11.401 ]sampleid: 000000022192.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:11.462 ]sampleid: 000000022371.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:11.527 ]sampleid: 000000022396.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:11.585 ]sampleid: 000000022479.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:11.645 ]sampleid: 000000022589.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:11.703 ]sampleid: 000000022623.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:11.763 ]sampleid: 000000022705.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:11.824 ]sampleid: 000000022755.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:11.875 ]sampleid: 000000022892.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:11.938 ]sampleid: 000000022935.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:12.  1 ]sampleid: 000000022969.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:12. 64 ]sampleid: 000000023023.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:12.126 ]sampleid: 000000023034.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:12.182 ]sampleid: 000000023126.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:12.246 ]sampleid: 000000023230.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:12.301 ]sampleid: 000000023272.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:12.362 ]sampleid: 000000023359.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:12.415 ]sampleid: 000000023666.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:12.471 ]sampleid: 000000023751.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:12.528 ]sampleid: 000000023781.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:12.589 ]sampleid: 000000023899.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:12.650 ]sampleid: 000000023937.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:12.705 ]sampleid: 000000024021.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:12.759 ]sampleid: 000000024027.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:12.828 ]sampleid: 000000024144.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:12.890 ]sampleid: 000000024243.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:12.950 ]sampleid: 000000024567.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:13.  7 ]sampleid: 000000024610.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:13. 67 ]sampleid: 000000024919.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:13.124 ]sampleid: 000000025057.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:13.181 ]sampleid: 000000025096.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:13.242 ]sampleid: 000000025139.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:13.305 ]sampleid: 000000025181.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:13.365 ]sampleid: 000000025228.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:13.431 ]sampleid: 000000025386.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:13.497 ]sampleid: 000000025393.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:13.565 ]sampleid: 000000025394.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:13.626 ]sampleid: 000000025424.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:13.682 ]sampleid: 000000025560.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:13.747 ]sampleid: 000000025593.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:13.806 ]sampleid: 000000025603.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:13.863 ]sampleid: 000000025986.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:13.927 ]sampleid: 000000026204.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:13.985 ]sampleid: 000000026465.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:14. 44 ]sampleid: 000000026564.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:14.106 ]sampleid: 000000026690.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:14.165 ]sampleid: 000000026926.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:14.226 ]sampleid: 000000026941.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:14.284 ]sampleid: 000000027186.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:14.345 ]sampleid: 000000027620.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:14.406 ]sampleid: 000000027696.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:14.467 ]sampleid: 000000027768.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:14.522 ]sampleid: 000000027932.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:14.586 ]sampleid: 000000027972.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:14.644 ]sampleid: 000000027982.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:14.707 ]sampleid: 000000028285.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:14.770 ]sampleid: 000000028449.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:14.840 ]sampleid: 000000028452.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:14.907 ]sampleid: 000000028809.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:14.977 ]sampleid: 000000028993.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:15. 46 ]sampleid: 000000029187.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:15.102 ]sampleid: 000000029393.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:15.169 ]sampleid: 000000029397.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:15.230 ]sampleid: 000000029596.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:15.300 ]sampleid: 000000029640.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:15.371 ]sampleid: 000000029675.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:15.435 ]sampleid: 000000029984.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:15.506 ]sampleid: 000000030213.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:15.572 ]sampleid: 000000030494.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:15.641 ]sampleid: 000000030504.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:15.706 ]sampleid: 000000030675.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:15.771 ]sampleid: 000000030785.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:15.834 ]sampleid: 000000030828.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:15.902 ]sampleid: 000000031050.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:15.967 ]sampleid: 000000031093.jpg, result=true
[ AI-Rank-Log  4/ 7 20:57:16. 27 ]sampleid: 000000031118.jpg, result=true
