[ AI-Rank-Log  4/ 7 22:41:46.293 ]load_data, checksum: e753a469e46c13dcb99114b2202c2a0c
[ AI-Rank-Log  4/ 7 22:41:50.403 ]sampleid: 000000005503.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:50.451 ]sampleid: 000000005529.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:50.492 ]sampleid: 000000005586.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:50.539 ]sampleid: 000000005600.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:50.585 ]sampleid: 000000005992.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:50.633 ]sampleid: 000000006012.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:50.680 ]sampleid: 000000006040.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:50.725 ]sampleid: 000000006213.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:50.772 ]sampleid: 000000006460.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:50.817 ]sampleid: 000000006471.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:50.863 ]sampleid: 000000006614.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:50.910 ]sampleid: 000000006723.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:50.956 ]sampleid: 000000006763.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:51.  3 ]sampleid: 000000006771.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:51. 51 ]sampleid: 000000006818.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:51. 98 ]sampleid: 000000006894.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:51.148 ]sampleid: 000000006954.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:51.198 ]sampleid: 000000007088.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:51.246 ]sampleid: 000000007108.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:51.297 ]sampleid: 000000007278.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:51.345 ]sampleid: 000000007281.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:51.394 ]sampleid: 000000007386.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:51.443 ]sampleid: 000000007511.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:51.493 ]sampleid: 000000007574.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:51.539 ]sampleid: 000000007784.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:51.588 ]sampleid: 000000007795.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:51.638 ]sampleid: 000000007816.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:51.686 ]sampleid: 000000007818.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:51.736 ]sampleid: 000000007888.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:51.786 ]sampleid: 000000007977.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:51.835 ]sampleid: 000000007991.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:51.885 ]sampleid: 000000008021.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:51.937 ]sampleid: 000000008211.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:51.989 ]sampleid: 000000008277.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:52. 38 ]sampleid: 000000008532.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:52. 89 ]sampleid: 000000008629.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:52.141 ]sampleid: 000000008690.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:52.190 ]sampleid: 000000008762.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:52.240 ]sampleid: 000000008844.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:52.293 ]sampleid: 000000008899.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:52.342 ]sampleid: 000000009378.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:52.392 ]sampleid: 000000009400.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:52.446 ]sampleid: 000000009448.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:52.497 ]sampleid: 000000009483.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:52.547 ]sampleid: 000000009590.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:52.601 ]sampleid: 000000009769.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:52.654 ]sampleid: 000000009772.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:52.706 ]sampleid: 000000009891.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:52.757 ]sampleid: 000000009914.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:52.808 ]sampleid: 000000010092.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:52.857 ]sampleid: 000000010363.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:52.911 ]sampleid: 000000010583.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:52.962 ]sampleid: 000000010707.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:53. 14 ]sampleid: 000000010764.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:53. 62 ]sampleid: 000000010977.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:53.113 ]sampleid: 000000010995.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:53.165 ]sampleid: 000000011051.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:53.218 ]sampleid: 000000011122.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:53.269 ]sampleid: 000000011149.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:53.321 ]sampleid: 000000011197.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:53.372 ]sampleid: 000000011511.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:53.423 ]sampleid: 000000011615.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:53.476 ]sampleid: 000000011699.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:53.530 ]sampleid: 000000011760.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:53.579 ]sampleid: 000000011813.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:53.632 ]sampleid: 000000012062.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:53.684 ]sampleid: 000000012120.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:53.737 ]sampleid: 000000012280.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:53.792 ]sampleid: 000000012576.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:53.846 ]sampleid: 000000012639.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:53.899 ]sampleid: 000000012667.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:53.952 ]sampleid: 000000012670.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:54.  5 ]sampleid: 000000012748.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:54. 57 ]sampleid: 000000013004.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:54.110 ]sampleid: 000000013177.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:54.163 ]sampleid: 000000013201.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:54.213 ]sampleid: 000000013291.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:54.266 ]sampleid: 000000013348.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:54.319 ]sampleid: 000000013546.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:54.372 ]sampleid: 000000013597.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:54.426 ]sampleid: 000000013659.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:54.480 ]sampleid: 000000013729.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:54.535 ]sampleid: 000000013774.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:54.589 ]sampleid: 000000013923.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:54.642 ]sampleid: 000000014007.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:54.696 ]sampleid: 000000014038.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:54.750 ]sampleid: 000000014226.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:54.805 ]sampleid: 000000014380.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:54.860 ]sampleid: 000000014439.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:54.914 ]sampleid: 000000014473.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:54.969 ]sampleid: 000000014831.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:55. 25 ]sampleid: 000000014888.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:55. 79 ]sampleid: 000000015079.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:55.133 ]sampleid: 000000015254.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:55.190 ]sampleid: 000000015272.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:55.245 ]sampleid: 000000015278.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:55.301 ]sampleid: 000000015335.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:55.356 ]sampleid: 000000015338.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:55.411 ]sampleid: 000000015440.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:55.465 ]sampleid: 000000015497.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:55.522 ]sampleid: 000000015517.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:55.577 ]sampleid: 000000015597.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:55.631 ]sampleid: 000000015660.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:55.687 ]sampleid: 000000015746.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:55.742 ]sampleid: 000000015751.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:55.798 ]sampleid: 000000015956.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:55.854 ]sampleid: 000000016010.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:55.910 ]sampleid: 000000016228.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:55.964 ]sampleid: 000000016249.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:56. 19 ]sampleid: 000000016439.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:56. 76 ]sampleid: 000000016451.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:56.129 ]sampleid: 000000016502.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:56.187 ]sampleid: 000000016598.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:56.243 ]sampleid: 000000016958.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:56.305 ]sampleid: 000000017029.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:56.358 ]sampleid: 000000017031.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:56.417 ]sampleid: 000000017115.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:56.474 ]sampleid: 000000017178.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:56.530 ]sampleid: 000000017182.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:56.586 ]sampleid: 000000017207.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:56.644 ]sampleid: 000000017379.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:56.701 ]sampleid: 000000017436.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:56.758 ]sampleid: 000000017627.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:56.816 ]sampleid: 000000017714.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:56.875 ]sampleid: 000000017899.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:56.933 ]sampleid: 000000017905.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:56.990 ]sampleid: 000000017959.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:57. 48 ]sampleid: 000000018150.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:57.105 ]sampleid: 000000018193.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:57.163 ]sampleid: 000000018380.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:57.220 ]sampleid: 000000018491.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:57.279 ]sampleid: 000000018519.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:57.338 ]sampleid: 000000018575.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:57.396 ]sampleid: 000000018737.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:57.453 ]sampleid: 000000018770.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:57.510 ]sampleid: 000000018833.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:57.569 ]sampleid: 000000018837.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:57.628 ]sampleid: 000000019042.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:57.687 ]sampleid: 000000019109.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:57.746 ]sampleid: 000000019221.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:57.804 ]sampleid: 000000019402.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:57.865 ]sampleid: 000000019432.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:57.921 ]sampleid: 000000019742.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:57.976 ]sampleid: 000000019786.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:58. 33 ]sampleid: 000000019924.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:58. 93 ]sampleid: 000000020059.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:58.149 ]sampleid: 000000020107.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:58.208 ]sampleid: 000000020247.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:58.267 ]sampleid: 000000020333.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:58.324 ]sampleid: 000000020553.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:58.386 ]sampleid: 000000020571.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:58.442 ]sampleid: 000000020992.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:58.500 ]sampleid: 000000021167.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:58.557 ]sampleid: 000000021465.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:58.616 ]sampleid: 000000021503.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:58.676 ]sampleid: 000000021604.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:58.737 ]sampleid: 000000021839.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:58.798 ]sampleid: 000000021879.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:58.859 ]sampleid: 000000021903.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:58.918 ]sampleid: 000000022192.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:58.974 ]sampleid: 000000022371.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:59. 34 ]sampleid: 000000022396.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:59. 96 ]sampleid: 000000022479.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:59.158 ]sampleid: 000000022589.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:59.218 ]sampleid: 000000022623.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:59.278 ]sampleid: 000000022705.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:59.339 ]sampleid: 000000022755.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:59.397 ]sampleid: 000000022892.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:59.458 ]sampleid: 000000022935.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:59.516 ]sampleid: 000000022969.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:59.577 ]sampleid: 000000023023.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:59.639 ]sampleid: 000000023034.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:59.699 ]sampleid: 000000023126.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:59.764 ]sampleid: 000000023230.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:59.823 ]sampleid: 000000023272.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:59.883 ]sampleid: 000000023359.jpg, result=true
[ AI-Rank-Log  4/ 7 22:41:59.944 ]sampleid: 000000023666.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 0.  5 ]sampleid: 000000023751.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 0. 67 ]sampleid: 000000023781.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 0.127 ]sampleid: 000000023899.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 0.190 ]sampleid: 000000023937.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 0.250 ]sampleid: 000000024021.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 0.309 ]sampleid: 000000024027.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 0.374 ]sampleid: 000000024144.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 0.438 ]sampleid: 000000024243.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 0.502 ]sampleid: 000000024567.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 0.564 ]sampleid: 000000024610.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 0.626 ]sampleid: 000000024919.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 0.689 ]sampleid: 000000025057.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 0.749 ]sampleid: 000000025096.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 0.809 ]sampleid: 000000025139.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 0.872 ]sampleid: 000000025181.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 0.935 ]sampleid: 000000025228.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 0.998 ]sampleid: 000000025386.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 1. 61 ]sampleid: 000000025393.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 1.124 ]sampleid: 000000025394.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 1.186 ]sampleid: 000000025424.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 1.248 ]sampleid: 000000025560.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 1.314 ]sampleid: 000000025593.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 1.379 ]sampleid: 000000025603.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 1.443 ]sampleid: 000000025986.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 1.507 ]sampleid: 000000026204.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 1.568 ]sampleid: 000000026465.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 1.631 ]sampleid: 000000026564.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 1.694 ]sampleid: 000000026690.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 1.758 ]sampleid: 000000026926.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 1.822 ]sampleid: 000000026941.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 1.885 ]sampleid: 000000027186.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 1.949 ]sampleid: 000000027620.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 2. 13 ]sampleid: 000000027696.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 2. 80 ]sampleid: 000000027768.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 2.139 ]sampleid: 000000027932.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 2.204 ]sampleid: 000000027972.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 2.266 ]sampleid: 000000027982.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 2.331 ]sampleid: 000000028285.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 2.395 ]sampleid: 000000028449.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 2.461 ]sampleid: 000000028452.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 2.526 ]sampleid: 000000028809.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 2.593 ]sampleid: 000000028993.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 2.661 ]sampleid: 000000029187.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 2.724 ]sampleid: 000000029393.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 2.790 ]sampleid: 000000029397.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 2.855 ]sampleid: 000000029596.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 2.921 ]sampleid: 000000029640.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 2.987 ]sampleid: 000000029675.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 3. 54 ]sampleid: 000000029984.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 3.121 ]sampleid: 000000030213.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 3.189 ]sampleid: 000000030494.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 3.256 ]sampleid: 000000030504.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 3.321 ]sampleid: 000000030675.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 3.389 ]sampleid: 000000030785.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 3.455 ]sampleid: 000000030828.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 3.522 ]sampleid: 000000031050.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 3.588 ]sampleid: 000000031093.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 3.655 ]sampleid: 000000031118.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 3.722 ]sampleid: 000000031217.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 3.786 ]sampleid: 000000031248.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 3.852 ]sampleid: 000000031269.jpg, result=true
[ AI-Rank-Log  4/ 7 22:42: 3.919 ]sampleid: 000000031296.jpg, result=true
